|index|location_code|year|chl_median|chl_max|grid_pop|grid_senile_pop|total_pop|senile_pop|avg_age|AD|grid_AD|MD|grid_MD|PD|grid_PD
1630|1018A20|11680|2010|5.75|38.3|28504.0|6992.0|570095|156463.0|36.41711597|611|30.549196187|50.0|2.4999342215|1173.0|58.648456836
1631|1018A20|11680|2011|6.75|14.3|27866.149507|7173.7004381|565710|160828.5|36.77960836|714|35.170724838|51.0|2.5121946313|1277.0|62.903383219
1632|1018A20|11680|2012|8.7|21.8|27228.299014|7355.4008762|564197|165348.5|37.1807743|688|33.203065103|41.0|1.9786710308|1255.0|60.566637651
1633|1018A20|11680|2013|5.5|24.0|26590.448521|7537.1013143|563599|170243.0|37.59120493|583|27.505782459|36.0|1.6984702719|1129.0|53.265914916
1634|1018A20|11680|2014|4.5|10.9|25950.850493|7719.2995619|578114|177101.5|37.94621406|539|24.195069512|45.0|2.0199965269|881.0|39.547043116
1635|1018A20|11680|2015|5.1|13.9|25313.0|7901.0|576495|183350.0|38.2615237|582|25.554715999|48.0|2.1076054432|924.0|40.571404782
1636|1018A20|11680|2016|4.7|26.0|21139.0|7532.0|567115|185965.0|38.66873406|691|25.756767146|41.0|1.5282597004|977.0|36.417310422
1637|1018A20|11680|2017|2.5|8.1|16920.0|6678.0|556164|178664.0|39.60537359|698|21.235031394|46.0|1.3994433297|1021.0|31.061557382
1638|1018A22|11680|2005|8.4|44.8|16124.0|4144.0|540909|124285.0|34.51767184|162|4.8290710637|22.0|0.6557997741|418.0|12.460195708
1639|1018A22|11680|2006|6.5|23.3|16183.497537|4306.8669951|556964|132259.5|34.88839296|220|6.3924588629|29.0|0.8426423047|610.0|17.724545029
1640|1018A22|11680|2007|8.4|27.3|16242.832512|4469.2889984|560958|140074.0|35.26206201|392|11.350565185|29.0|0.8397101795|899.0|26.031015564
1641|1018A22|11680|2008|6.9|27.3|16302.167488|4631.7110016|557832|146267.5|35.70181123|456|13.326213581|34.0|0.9936211881|1011.0|29.545618269
1642|1018A22|11680|2009|2.15|23.8|16361.502463|4794.1330049|562138|151549.5|36.09729722|492|14.320076586|34.0|0.9895987885|1077.0|31.346996917
1643|1018A22|11680|2010|4.55|16.1|16421.0|4957.0|570095|156463.0|36.41711597|611|17.599226445|50.0|1.4401985634|1173.0|33.787058297
1644|1018A22|11680|2011|5.0|24.9|16358.634173|5091.3263965|565710|160828.5|36.77960836|714|20.646735606|51.0|1.474766829|1277.0|36.927004718
1645|1018A22|11680|2012|6.2|80.8|16296.268346|5225.652793|564197|165348.5|37.1807743|688|19.87219468|41.0|1.1842441597|1255.0|36.249424889
1646|1018A22|11680|2013|6.5|404.0|16233.902519|5359.9791895|563599|170243.0|37.59120493|583|16.792728817|36.0|1.0369438035|1129.0|32.519709836
1647|1018A22|11680|2014|5.15|22.9|16171.365827|5494.6736035|578114|177101.5|37.94621406|539|15.077244593|45.0|1.2587681015|881.0|24.643882164
1648|1018A22|11680|2015|6.2|44.1|16109.0|5629.0|576495|183350.0|38.2615237|582|16.262826217|48.0|1.3412640179|924.0|25.819332345
1649|1018A22|11680|2016|6.05|11.9|15803.0|5629.0|567115|185965.0|38.66873406|691|19.255129912|41.0|1.1424896185|977.0|27.224691641
1650|1018A22|11680|2017|3.3|5.8|15778.0|5794.0|556164|178664.0|39.60537359|698|19.801792277|46.0|1.3049891759|1021.0|28.965085838
1651|1018A24|11200|2005|9.75|32.5|4217.0|965.0|337744|81633.0|34.8976121|70|0.8740051637|9.0|0.1123720925|188.0|2.3473281539
1652|1018A24|11200|2006|9.95|30.6|3997.2397373|941.76190476|334437|84510.0|35.42075218|76|0.90836307|17.0|0.2031864762|249.0|2.9760842687
1653|1018A24|11200|2007|9.8|49.1|3778.0799124|918.58730159|333535|87548.0|35.92381524|92|1.0421195735|17.0|0.1925655734|341.0|3.8626388539
1654|1018A24|11200|2008|9.55|71.7|3558.9200876|895.41269841|314212|88662.0|36.41902276|121|1.3705056796|18.0|0.203876878|375.0|4.2474349574
1655|1018A24|11200|2009|6.35|36.0|3339.7602627|872.23809524|308058|89369.0|36.98700501|132|1.4310563422|19.0|0.2059853826|443.0|4.8027118153
1656|1018A24|11200|2010|5.55|29.1|3120.0|849.0|309093|92374.5|37.57083573|150|1.5141074046|15.0|0.1514107405|484.0|4.8855198921
1657|1018A24|11200|2011|10.35|88.4|3063.0312158|870.78806134|300711|94932.0|38.12665076|161|1.6399400944|14.0|0.1426034865|509.0|5.1846553296
1658|1018A24|11200|2012|10.1|393.7|3006.0624315|892.57612267|299604|97228.0|38.59331332|187|1.876255573|16.0|0.1605352362|595.0|5.969904096
1659|1018A24|11200|2013|10.1|36.7|2949.0936473|914.36418401|299337|100140.5|38.99245321|183|1.8029316037|20.0|0.1970417053|548.0|5.3989427259
1660|1018A24|11200|2014|6.4|79.0|2891.9687842|936.21193866|296086|103085.5|39.45323353|193|1.8850941124|23.0|0.2246485212|482.0|4.7078516174
1661|1018A24|11200|2015|8.8|13.7|2835.0|958.0|297003|106420.0|39.91631853|224|2.1381602206|23.0|0.2195432369|579.0|5.5267623559
1662|1018A24|11200|2016|8.9|114.6|2876.0|980.0|299259|109976.5|40.31808078|268|2.5755883699|25.0|0.2402601091|595.0|5.7181905974
1663|1018A24|11200|2017|12.15|25.8|4062.0|1428.0|304808|108998.0|41.0918447|317|4.2244757355|24.0|0.3198341251|638.0|8.5022571586
1664|1018A28|41150|2005|11.35|37.7|21588.0|5545.0|402410|86271.5|33.55384863|32|1.7166969012|15.0|0.8047016724|245.0|13.14346065
1665|1018A28|41150|2006|20.45|48.5|21346.604269|5789.8013136|410938|92507.0|34.1314989|53|2.7531404403|13.0|0.6752985986|301.0|15.635759859
1666|1018A28|41150|2007|16.35|30.8|21105.86809|6033.9337712|421853|99788.5|34.66981482|100|5.0031333402|14.0|0.7004386676|407.0|20.362752695
1667|1018A28|41150|2008|18.7|34.4|20865.13191|6278.0662288|430849|107848.5|35.20405013|133|6.4409167575|12.0|0.5811353465|442.0|21.405151931
1668|1018A28|41150|2009|13.5|42.9|20624.395731|6522.1986864|431008|115227.0|35.78565179|154|7.3691368664|20.0|0.9570307619|511.0|24.452135966
1669|1018A28|41150|2010|11.8|29.9|20383.0|6767.0|431801|121360.0|36.40242746|150|7.0806922633|21.0|0.9912969169|540.0|25.490492148
1670|1018A28|41150|2011|13.1|33.7|20256.869113|7037.6516977|430400|127463.0|37.0162738|187|8.8011954556|14.0|0.6589130288|581.0|27.344890694
1671|1018A28|41150|2012|10.4|29.0|20130.738226|7308.3033954|429147|133997.5|37.58801142|219|10.27301058|23.0|1.0789006545|726.0|34.055733704
1672|1018A28|41150|2013|9.7|23.4|20004.607338|7578.9550931|430976|140673.0|38.12758794|203|9.422648337|25.0|1.160424672|669.0|31.052964224
1673|1018A28|41150|2014|8.85|17.0|19878.130887|7850.3483023|431112|147435.5|38.68535516|165|7.6079802844|27.0|1.2449422284|669.0|30.846901881
1674|1018A28|41150|2015|14.1|43.0|19752.0|8121.0|433937|154626.0|39.25143307|197|8.9670712569|24.0|1.092435077|701.0|31.908207873
1675|1018A28|41150|2016|9.4|63.3|19533.0|8276.0|438457|162313.0|39.79090834|208|9.2662769667|25.0|1.1137352123|747.0|33.278408145
1676|1018A28|41150|2017|18.4|34.2|16662.0|7065.0|441584|160777.0|40.7217132|237|8.9425658538|30.0|1.1319703612|760.0|28.676582485
1677|1018A34|11290|2005|12.25|40.7|27935.0|6521.0|462879|120697.0|35.67461041|125|7.5438181469|15.0|0.9052581776|335.0|20.217432634
1678|1018A34|11290|2006|21.7|56.6|27625.893268|6889.2036125|472843|126987.0|36.0263881|120|7.0110104033|22.0|1.2853519073|427.0|24.947512018
1679|1018A34|11290|2007|17.25|30.7|27317.631089|7256.4012042|469973|131941.5|36.3911564|135|7.8470043961|28.0|1.6275268377|521.0|30.283624373
1680|1018A34|11290|2008|23.8|47.0|27009.368911|7623.5987958|473357|136825.0|36.79387236|212|12.096549135|27.0|1.5405982389|577.0|32.923154958
1681|1018A34|11290|2009|18.0|55.7|26701.106732|7990.7963875|476028|142756.5|37.22866455|223|12.508396148|24.0|1.3461951011|613.0|34.38406654
1682|1018A34|11290|2010|17.5|30.4|26392.0|8359.0|488932|149269.5|37.65153652|260|14.034507866|17.0|0.9176408989|680.0|36.705635958
1683|1018A34|11290|2011|13.7|40.0|26282.060241|8651.0399781|485171|155157.0|38.08335543|293|15.87201966|28.0|1.5167800358|788.0|42.686523865
1684|1018A34|11290|2012|9.7|28.6|26172.120482|8943.0799562|481857|159936.5|38.55769819|305|16.566111413|27.0|1.4665082234|868.0|47.145523627
1685|1018A34|11290|2013|12.0|40.7|26062.180723|9235.1199343|476589|164057.5|39.04693232|336|18.374097436|24.0|1.3124355311|809.0|44.240014362
1686|1018A34|11290|2014|16.0|32.0|25951.939759|9527.9600219|466706|166936.0|39.55510508|296|16.459557342|32.0|1.7794116045|717.0|39.869941263
1687|1018A34|11290|2015|11.0|58.9|25842.0|9820.0|459275|169345.0|40.03046499|346|19.468362092|30.0|1.6880082739|783.0|44.057015949
1688|1018A34|11290|2016|18.4|23.6|25391.0|9845.0|450355|171483.5|40.49212314|430|24.243385773|24.0|1.353119206|845.0|47.641072043
1689|1018A34|11290|2017|5.65|21.1|25608.0|10122.0|444055|163417.0|41.48663341|494|28.488254833|32.0|1.8453930256|835.0|48.153224263
1690|1018A38|11140|2005|8.8|38.9|3327.0|1015.0|130027|37969.0|36.99040388|20|0.5117398694|5.0|0.1279349674|119.0|3.044852223
1691|1018A38|11140|2006|20.6|57.4|3303.5615764|1055.8669951|130649|39210.0|37.51494075|29|0.7332875545|7.0|0.1770004442|150.0|3.7928666615
1692|1018A38|11140|2007|20.9|35.3|3280.1871921|1096.6223317|130044|40729.5|38.00963246|45|1.1350652367|6.0|0.1513420316|171.0|4.3132478996
1693|1018A38|11140|2008|29.95|46.2|3256.8128079|1137.3776683|130362|42217.5|38.45776303|60|1.4989703171|12.0|0.2997940634|178.0|4.446945274
1694|1018A38|11140|2009|25.1|52.7|3233.4384236|1178.1330049|129465|43771.5|38.99525032|68|1.6983262875|11.0|0.2747292524|190.0|4.7453234503
1695|1018A38|11140|2010|16.6|41.9|3210.0|1219.0|132822|45437.0|39.57963617|67|1.6192347653|11.0|0.2658445137|206.0|4.9785427113
1696|1018A38|11140|2011|12.55|36.4|3435.2765608|1368.1182913|133193|47320.5|40.08934066|69|1.7796286794|12.0|0.3095006399|215.0|5.5452197981
1697|1018A38|11140|2012|11.5|55.1|3660.5531216|1517.2365827|133360|49135.0|40.52757115|97|2.662519892|11.0|0.3019352455|262.0|7.1915485742
1698|1018A38|11140|2013|12.9|22.5|3885.8296824|1666.354874|130465|50250.0|41.00183006|95|2.829523779|11.0|0.3276290691|252.0|7.5056841295
1699|1018A38|11140|2014|10.0|37.3|4111.7234392|1815.8817087|128065|51146.5|41.59768651|95|3.0501208505|9.0|0.2889588174|220.0|7.0634377592
1700|1018A38|11140|2015|14.6|43.6|4337.0|1965.0|125733|51882.5|42.14105618|103|3.5528540638|9.0|0.310443559|222.0|7.6576077879
1701|1018A38|11140|2016|14.6|6.9|4414.0|2041.0|125249|52444.0|42.54975979|147|5.1805443556|9.0|0.317176185|229.0|8.0703718193
1702|1018A38|11140|2017|0.8|3.7|4392.0|1995.0|125709|51355.0|43.63636653|199|6.9526286901|8.0|0.2795026609|257.0|8.9790229816
1703|1018A40|11200|2005|13.35|57.6|37667.0|9201.0|337744|81633.0|34.8976121|70|7.8067708087|9.0|1.0037276754|188.0|20.966755886
1704|1018A40|11200|2006|6.4|32.3|37217.863711|9435.3842365|334437|84510.0|35.42075218|76|8.4576695821|17.0|1.8918471434|249.0|27.709996394
1705|1018A40|11200|2007|9.75|37.4|36769.95457|9669.1280788|333535|87548.0|35.92381524|92|10.142371327|17.0|1.8741338321|341.0|37.592919809
1706|1018A40|11200|2008|6.1|23.1|36322.04543|9902.8719212|314212|88662.0|36.41902276|121|13.987268141|18.0|2.0807506325|375.0|43.34897151
1707|1018A40|11200|2009|4.75|20.7|35874.136289|10136.615764|308058|89369.0|36.98700501|132|15.371735161|19.0|2.2125982428|443.0|51.58847482
1708|1018A40|11200|2010|6.7|16.5|35425.0|10371.0|309093|92374.5|37.57083573|150|17.191427823|15.0|1.7191427823|484.0|55.471007108
1709|1018A40|11200|2011|4.35|16.7|34791.147317|10568.291895|300711|94932.0|38.12665076|161|18.627102826|14.0|1.6197480718|509.0|58.889412041
1710|1018A40|11200|2012|7.1|19.9|34157.294633|10765.58379|299604|97228.0|38.59331332|187|21.31952209|16.0|1.8241302323|595.0|67.834843015
1711|1018A40|11200|2013|2.55|18.9|33523.44195|10962.875685|299337|100140.5|38.99245321|183|20.494592639|20.0|2.2398461901|548.0|61.371785607
1712|1018A40|11200|2014|4.7|19.6|32887.852683|11160.708105|296086|103085.5|39.45323353|193|21.437540336|23.0|2.5547327861|482.0|53.538313171
1713|1018A40|11200|2015|4.4|17.6|32254.0|11358.0|297003|106420.0|39.91631853|224|24.326003441|23.0|2.4977592819|579.0|62.878374966
1714|1018A40|11200|2016|4.2|4.6|33137.0|11866.0|299259|109976.5|40.31808078|268|29.67568561|25.0|2.7682542547|595.0|65.884451261
1715|1018A40|11200|2017|1.6|2.9|36648.0|13016.0|304808|108998.0|41.0918447|317|38.113881525|24.0|2.885593554|638.0|76.70869531
1716|1018A42|11230|2005|10.25|40.4|24488.0|6822.0|381110|101284.5|35.82139894|90|5.7828973262|9.0|0.5782897326|294.0|18.890797932
1717|1018A42|11230|2006|3.85|18.2|22966.706076|6619.6683087|378860|105746.5|36.36610079|109|6.6076412454|13.0|0.7880673045|333.0|20.186647108
1718|1018A42|11230|2007|7.9|26.0|21449.568692|6417.8894362|376421|109327.0|36.8609463|142|8.0915750031|17.0|0.9687096835|403.0|22.96411779
1719|1018A42|11230|2008|5.9|21.4|19932.431308|6216.1105638|370250|112441.0|37.34847089|170|9.1519603576|21.0|1.1305362795|415.0|22.341550285
1720|1018A42|11230|2009|5.85|21.9|18415.293924|6014.3316913|362146|115283.5|37.89901688|186|9.4581872227|17.0|0.864457972|424.0|21.56059883
1721|1018A42|11230|2010|9.95|22.0|16894.0|5812.0|366786|118985.0|38.4630257|186|8.5670772603|17.0|0.7830124378|464.0|21.371633596
1722|1018A42|11230|2011|6.05|16.7|18052.365279|6329.7163198|365486|123343.5|38.97868222|211|10.421874091|24.0|1.1854264369|541.0|26.721487598
1723|1018A42|11230|2012|8.7|30.7|19210.730559|6847.4326396|363258|127389.5|39.46253083|299|15.812476083|30.0|1.5865360619|655.0|34.639370684
1724|1018A42|11230|2013|4.85|28.3|20369.095838|7365.1489595|364273|131391.0|39.92839274|321|17.949394449|34.0|1.9011819665|642.0|35.898788897
1725|1018A42|11230|2014|8.6|28.1|21530.634721|7884.2836802|363687|135329.0|40.35975693|291|17.227491507|26.0|1.5392260453|605.0|35.816606054
1726|1018A42|11230|2015|9.1|25.7|22689.0|8402.0|360153|138647.5|40.80627954|319|20.096434016|28.0|1.7639503211|627.0|39.499887548
1727|1018A42|11230|2016|5.55|5.4|22227.0|8414.0|355069|141127.0|41.29702692|363|22.723473466|32.0|2.0031712146|684.0|42.817784712
1728|1018A42|11230|2017|2.0|7.5|23600.0|9000.0|350647|135956.0|42.37773887|434|29.210003223|33.0|2.2210371114|723.0|48.660903986
1729|1018A44|11230|2005|9.95|53.0|31818.0|8347.0|381110|101284.5|35.82139894|90|7.5138936265|9.0|0.7513893627|294.0|24.545385847
1730|1018A44|11230|2006|9.5|21.1|29715.353038|8068.9441708|378860|105746.5|36.36610079|109|8.5492622106|13.0|1.0196367774|333.0|26.118388221
1731|1018A44|11230|2007|20.25|64.9|27618.451013|7791.6480569|376421|109327.0|36.8609463|142|10.41870683|17.0|1.2473099726|403.0|29.568583469
1732|1018A44|11230|2008|6.0|48.2|25521.548987|7514.3519431|370250|112441.0|37.34847089|170|11.7181994|21.0|1.4475422788|415.0|28.606192653
1733|1018A44|11230|2009|6.7|17.5|23424.646962|7237.0558292|362146|115283.5|37.89901688|186|12.03101604|17.0|1.0996089929|424.0|27.425541942
1734|1018A44|11230|2010|8.15|44.3|21322.0|6959.0|366786|118985.0|38.4630257|186|10.812550097|17.0|0.9882438261|464.0|26.973243254
1735|1018A44|11230|2011|5.45|16.7|22551.726177|7514.0958379|365486|123343.5|38.97868222|211|13.019415856|24.0|1.4808814243|541.0|33.38153544
1736|1018A44|11230|2012|8.4|69.7|23781.452355|8069.1916758|363258|127389.5|39.46253083|299|19.574666639|30.0|1.9640133752|655.0|42.880958692
1737|1018A44|11230|2013|6.05|27.3|25011.178532|8624.2875137|364273|131391.0|39.92839274|321|22.040031265|34.0|2.3344581402|642.0|44.080062529
1738|1018A44|11230|2014|10.3|36.9|26244.273823|9180.9041621|363687|135329.0|40.35975693|291|20.999056008|26.0|1.8762043169|605.0|43.657831219
1739|1018A44|11230|2015|10.0|20.3|27474.0|9736.0|360153|138647.5|40.80627954|319|24.33467443|28.0|2.1359588841|627.0|47.830222156
1740|1018A44|11230|2016|5.8|12.6|27021.0|9792.0|355069|141127.0|41.29702692|363|27.624554664|32.0|2.4352224497|684.0|52.052879863
1741|1018A44|11230|2017|3.5|9.9|26777.0|9987.0|350647|135956.0|42.37773887|434|33.14221425|33.0|2.5200301158|723.0|55.2115689
1742|1018A46|11200|2005|6.35|29.0|8541.0|1743.0|337744|81633.0|34.8976121|70|1.7701868871|9.0|0.2275954569|188.0|4.7542162111
1743|1018A46|11200|2006|3.8|12.0|8359.3021346|1811.1116585|334437|84510.0|35.42075218|76|1.8996312078|17.0|0.424917507|249.0|6.2237917202
1744|1018A46|11200|2007|6.8|14.9|8178.1007115|1879.0372195|333535|87548.0|35.92381524|92|2.2557910428|17.0|0.4168309536|341.0|8.3611385391
1745|1018A46|11200|2008|4.7|46.5|7996.8992885|1946.9627805|314212|88662.0|36.41902276|121|3.0795285155|18.0|0.45811168|375.0|9.5439933331
1746|1018A46|11200|2009|3.75|107.1|7815.6978654|2014.8883415|308058|89369.0|36.98700501|132|3.3489541522|19.0|0.482046431|443.0|11.239293102
1747|1018A46|11200|2010|5.7|28.8|7634.0|2083.0|309093|92374.5|37.57083573|150|3.7047102328|15.0|0.3704710233|484.0|11.953865018
1748|1018A46|11200|2011|4.6|20.4|7633.2004381|2160.3576123|300711|94932.0|38.12665076|161|4.0867985226|14.0|0.3553737846|509.0|12.920375454
1749|1018A46|11200|2012|5.5|37.4|7632.4008762|2237.7152245|299604|97228.0|38.59331332|187|4.7638181194|16.0|0.4075994113|595.0|15.157603107
1750|1018A46|11200|2013|4.05|15.5|7631.6013143|2315.0728368|299337|100140.5|38.99245321|183|4.6655877507|20.0|0.5099003006|548.0|13.971268237
1751|1018A46|11200|2014|5.25|13.6|7630.7995619|2392.6423877|296086|103085.5|39.45323353|193|4.9740423912|23.0|0.5927615285|482.0|12.422219858
1752|1018A46|11200|2015|5.6|20.4|7630.0|2470.0|297003|106420.0|39.91631853|224|5.7545546678|23.0|0.5908694525|579.0|14.874496217
1753|1018A46|11200|2016|5.95|21.8|8110.0|2698.0|299259|109976.5|40.31808078|268|7.2628726287|25.0|0.6775067751|595.0|16.124661247
1754|1018A46|11200|2017|4.0|18.2|8132.0|2726.0|304808|108998.0|41.0918447|317|8.4572714627|24.0|0.6402981549|638.0|17.021259285
1755|1018A48|11200|2005|3.6|17.8|18630.0|4405.0|337744|81633.0|34.8976121|70|3.8612084893|9.0|0.4964410915|188.0|10.3701028
1756|1018A48|11200|2006|3.95|12.7|18613.372742|4618.9507389|334437|84510.0|35.42075218|76|4.2298439718|17.0|0.9461493095|249.0|13.858304592
1757|1018A48|11200|2007|3.2|7.6|18596.790914|4832.316913|333535|87548.0|35.92381524|92|5.1296108777|17.0|0.9478628796|341.0|19.013014231
1758|1018A48|11200|2008|1.95|12.9|18580.209086|5045.683087|314212|88662.0|36.41902276|121|7.1550586846|18.0|1.0643888952|375.0|22.174768651
1759|1018A48|11200|2009|3.95|41.7|18563.627258|5259.0492611|308058|89369.0|36.98700501|132|7.9543423577|19.0|1.1449432182|443.0|26.695255034
1760|1018A48|11200|2010|3.4|10.0|18547.0|5473.0|309093|92374.5|37.57083573|150|9.000689113|15.0|0.9000689113|484.0|29.042223538
1761|1018A48|11200|2011|2.45|12.3|18297.336802|5618.9200438|300711|94932.0|38.12665076|161|9.7963533927|14.0|0.8518568168|509.0|30.971079981
1762|1018A48|11200|2012|5.3|11.0|18047.673604|5764.8400876|299604|97228.0|38.59331332|187|11.264585799|16.0|0.9638148278|595.0|35.841863907
1763|1018A48|11200|2013|3.85|12.2|17798.010405|5910.7601314|299337|100140.5|38.99245321|183|10.880832988|20.0|1.1891620752|548.0|32.583040861
1764|1018A48|11200|2014|6.3|15.8|17547.663198|6057.0799562|296086|103085.5|39.45323353|193|11.438227398|23.0|1.3631048194|482.0|28.565935781
1765|1018A48|11200|2015|4.4|11.5|17298.0|6203.0|297003|106420.0|39.91631853|224|13.046171251|23.0|1.3395622266|579.0|33.72202301
1766|1018A48|11200|2016|3.6|16.5|16514.0|5976.0|299259|109976.5|40.31808078|268|14.789035585|25.0|1.379574215|595.0|32.833866316
1767|1018A48|11200|2017|4.6|9.1|15830.0|5777.0|304808|108998.0|41.0918447|317|16.463183381|24.0|1.2464239784|638.0|33.134104092
1768|1018A50|11170|2005|7.75|23.2|10376.0|2877.0|230260|64701.0|36.66347342|70|3.1543472596|12.0|0.5407452445|212.0|9.5531659863
1769|1018A50|11170|2006|3.2|9.6|10283.047619|2935.6962233|232035|66957.0|37.08408884|71|3.1464924729|16.0|0.7090687263|259.0|11.478050007
1770|1018A50|11170|2007|5.9|21.8|10190.349206|2994.2320744|235832|69396.5|37.42596436|90|3.8889185037|16.0|0.6913632896|324.0|14.000106613
1771|1018A50|11170|2008|4.8|8.7|10097.650794|3052.7679256|238224|72306.5|37.79265077|135|5.7222733945|16.0|0.6781953653|352.0|14.920298036
1772|1018A50|11170|2009|4.45|12.2|10004.952381|3111.3037767|238708|75442.5|38.25484839|152|6.3707657971|22.0|0.9220845233|380.0|15.926914493
1773|1018A50|11170|2010|4.3|27.2|9912.0|3170.0|244853|78173.5|38.74683203|165|6.6794362332|18.0|0.7286657709|451.0|18.257125704
1774|1018A50|11170|2011|4.1|13.4|9736.696057|3182.1933187|246501|80791.5|39.15891734|218|8.6109173611|17.0|0.6714935557|507.0|20.026307808
1775|1018A50|11170|2012|6.9|60.4|9561.3921139|3194.3866375|243232|83170.0|39.54182094|256|10.063299159|19.0|0.7468854845|518.0|20.362456893
1776|1018A50|11170|2013|4.4|17.4|9386.0881709|3206.5799562|239740|84756.0|39.99619613|219|8.5740940578|20.0|0.7830222884|487.0|19.066592722
1777|1018A50|11170|2014|5.3|30.1|9210.303943|3218.8066813|235951|86285.0|40.4837666|203|7.9240677108|20.0|0.7806963262|431.0|16.824005829
1778|1018A50|11170|2015|6.0|11.4|9035.0|3231.0|233342|87841.5|40.93722037|233|9.0217577633|26.0|1.0067197504|453.0|17.540155651
1779|1018A50|11170|2016|5.3|101.1|8982.0|3309.0|230241|88926.0|41.34640773|322|12.561637588|17.0|0.6631920466|462.0|18.023219149
1780|1018A50|11170|2017|11.95|25.7|8827.0|3394.0|229161|87393.0|42.66774888|434|16.71714646|15.0|0.5777815597|513.0|19.760129341
1781|1018A52|11170|2005|12.35|53.6|823.0|289.0|230260|64701.0|36.66347342|70|0.2501954313|12.0|0.0428906454|212.0|0.7577347346
1782|1018A52|11170|2006|22.75|65.7|841.22988506|296.61247947|232035|66957.0|37.08408884|71|0.2574065199|16.0|0.0580071031|259.0|0.938989981
1783|1018A52|11170|2007|17.05|33.5|859.40996169|304.20415982|235832|69396.5|37.42596436|90|0.3279745605|16.0|0.0583065885|324.0|1.1807084178
1784|1018A52|11170|2008|24.3|47.9|877.59003831|311.79584018|238224|72306.5|37.79265077|135|0.4973245986|16.0|0.0589421746|352.0|1.2967278422
1785|1018A52|11170|2009|25.0|60.5|895.77011494|319.38752053|238708|75442.5|38.25484839|152|0.5703916813|22.0|0.0825566907|380.0|1.4259792034
1786|1018A52|11170|2010|16.2|47.5|914.0|327.0|244853|78173.5|38.74683203|165|0.6159205728|18.0|0.0671913352|451.0|1.6835162322
1787|1018A52|11170|2011|15.9|39.5|916.79846659|332.99671413|246501|80791.5|39.15891734|218|0.810796166|17.0|0.063227224|507.0|1.8856589732
1788|1018A52|11170|2012|12.9|40.0|919.59693319|338.99342826|243232|83170.0|39.54182094|256|0.9678694205|19.0|0.0718340586|518.0|1.9584232806
1789|1018A52|11170|2013|12.8|23.8|922.39539978|344.99014239|239740|84756.0|39.99619613|219|0.8425986175|20.0|0.0769496454|487.0|1.8737238662
1790|1018A52|11170|2014|12.95|16.8|925.20153341|351.00328587|235951|86285.0|40.4837666|203|0.7959954028|20.0|0.0784231924|431.0|1.6900197961
1791|1018A52|11170|2015|11.5|36.1|928.0|357.0|233342|87841.5|40.93722037|233|0.9266398677|26.0|0.1034018736|453.0|1.8015787985
1792|1018A52|11170|2016|9.9|89.2|990.0|364.0|230241|88926.0|41.34640773|322|1.3845492332|17.0|0.0730973198|462.0|1.9865271607
1793|1018A52|11170|2017|12.55|45.6|918.0|357.0|229161|87393.0|42.66774888|434|1.738568081|15.0|0.0600887586|513.0|2.0550355427
1794|1018A54|11560|2005|2.55|26.8|2476.0|578.0|408386|99915.0|34.99125005|82|0.4971571014|13.0|0.0788175892|333.0|2.0189428629
1795|1018A54|11560|2006|6.4|32.3|2475.7996716|597.03119869|408698|105439.0|35.58246427|99|0.5997195178|17.0|0.1029821394|406.0|2.4594558003
1796|1018A54|11560|2007|4.1|23.5|2475.5998905|616.01039956|408178|110338.5|36.10597224|103|0.6246950809|21.0|0.1273650165|531.0|3.220515417
1797|1018A54|11560|2008|2.5|30.6|2475.4001095|634.98960044|408099|115428.5|36.62869713|137|0.8309988875|22.0|0.1334450768|558.0|3.3846524032
1798|1018A54|11560|2009|3.7|10.5|2475.2003284|653.96880131|405798|120798.5|37.21894552|209|1.2748137463|21.0|0.1280913334|630.0|3.8427400009
1799|1018A54|11560|2010|2.95|7.7|2475.0|673.0|406833|125498.5|37.7895986|213|1.295801963|26.0|0.1581730096|660.0|4.015161012
1800|1018A54|11560|2011|3.2|6.9|2443.6171961|692.18948521|397443|128819.5|38.32613106|241|1.4817514568|25.0|0.1537086573|710.0|4.3653258686
1801|1018A54|11560|2012|1.8|11.3|2412.2343921|711.37897043|391408|131438.0|38.84120041|243|1.4976008597|29.0|0.1787260285|785.0|4.8379287031
1802|1018A54|11560|2013|2.35|14.4|2380.8515882|730.56845564|386471|133898.0|39.32659646|230|1.4169132103|40.0|0.2464196887|722.0|4.4478753817
1803|1018A54|11560|2014|4.15|16.4|2349.3828039|749.81051479|382352|136649.5|39.81247648|199|1.2227663985|30.0|0.184336643|610.0|3.7481784073
1804|1018A54|11560|2015|9.4|35.4|2318.0|769.0|378504|139382.0|40.26400044|222|1.3595523429|32.0|0.1959715089|662.0|4.0541605901
1805|1018A54|11560|2016|5.75|211.6|2336.0|803.0|370613|140449.5|40.65739774|281|1.7711629112|28.0|0.176485984|708.0|4.4625741677
1806|1018A54|11560|2017|19.6|69.4|2258.0|807.0|368550|134974.0|41.57908561|373|2.2852638719|36.0|0.2205616606|753.0|4.6134147334
1807|1018A56|11440|2005|3.1|6.8|2476.0|578.0|388164|94717.5|35.07708468|110|0.701662184|9.0|0.0574087241|289.0|1.8434579198
1808|1018A56|11440|2006|2.9|13.0|2475.7996716|597.03119869|390583|98704.0|35.51411727|98|0.6211954125|19.0|0.1204358453|359.0|2.2756036031
