|index|location_code|year|chl_median|chl_max|grid_pop|grid_senile_pop|total_pop|senile_pop|avg_age|AD|grid_AD|MD|grid_MD|PD|grid_PD
0|1001A10|42770|2005|2.6|7.9|89.0|55.0|44203|16479.5|39.49295916|13|0.026174694|2.0|0.004026876|35.0|0.0704703301
1|1001A10|42770|2006|5.2|13.5|87.197044335|56.001642036|43186|16810.5|40.25569313|8|0.0161528355|3.0|0.0060573133|33.0|0.0666304465
2|1001A10|42770|2007|2.25|11.0|85.399014778|57.000547345|41806|17118.0|40.99099873|12|0.024512945|2.0|0.0040854908|38.0|0.0776243257
3|1001A10|42770|2008|3.5|18.9|83.600985222|57.999452655|41269|17478.5|41.65762642|7|0.0141803023|1.0|0.0020257575|45.0|0.0911590864
4|1001A10|42770|2009|2.65|11.7|81.802955665|58.998357964|40708|17979.0|42.28574914|11|0.0221045621|0.0|0.0|58.0|0.1165513272
5|1001A10|42770|2010|4.0|12.0|80.0|60.0|41045|18542.0|42.93888965|18|0.035083445|3.0|0.0058472408|54.0|0.105250335
6|1001A10|42770|2011|3.25|8.7|78.600766703|59.200438116|40181|19077.5|43.63659031|20|0.0391233502|1.0|0.0019561675|70.0|0.1369317257
7|1001A10|42770|2012|3.5|6.7|77.201533406|58.400876232|39915|19570.0|44.2803514|23|0.0444854132|3.0|0.0058024452|81.0|0.1566660204
8|1001A10|42770|2013|4.0|9.5|75.80230011|57.601314348|39985|20173.0|44.85552825|23|0.0436026736|2.0|0.0037915368|86.0|0.1630360838
9|1001A10|42770|2014|3.9|7.6|74.399233297|56.799561884|39425|20787.0|45.5538416|20|0.0377421602|7.0|0.0132097561|88.0|0.1660655049
10|1001A10|42770|2015|3.75|5.6|73.0|56.0|39197|21334.5|46.26861208|33|0.0614587851|6.0|0.0111743246|88.0|0.1638900936
11|1001A10|42770|2016|4.5|17.3|76.0|63.0|38718|21837.5|46.94466025|39|0.076553541|6.0|0.0117774678|97.0|0.1904023968
12|1001A10|42770|2017|3.6|15.5|75.0|63.0|38173|20467.0|48.36816598|38|0.0746601001|3.0|0.0058942184|105.0|0.2062976449
13|1001A25|42770|2005|3.0|6.8|636.0|283.0|44203|16479.5|39.49295916|13|0.1870461281|2.0|0.0287763274|35.0|0.5035857295
14|1001A25|42770|2006|2.2|5.4|618.37110016|288.6091954|43186|16810.5|40.25569313|8|0.1145502895|3.0|0.0429563586|33.0|0.4725199441
15|1001A25|42770|2007|1.5|12.9|600.79036672|294.20306513|41806|17118.0|40.99099873|12|0.1724509496|2.0|0.0287418249|38.0|0.5460946739
16|1001A25|42770|2008|2.85|6.9|583.20963328|299.79693487|41269|17478.5|41.65762642|7|0.0989233428|1.0|0.0141319061|45.0|0.635935775
17|1001A25|42770|2009|2.1|5.8|565.62889984|305.3908046|40708|17979.0|42.28574914|11|0.1528426329|0.0|0.0|58.0|0.8058975187
18|1001A25|42770|2010|1.2|3.8|548.0|311.0|41045|18542.0|42.93888965|18|0.2403215982|3.0|0.0400535997|54.0|0.7209647947
19|1001A25|42770|2011|2.2|5.3|540.20427163|309.20098576|40181|19077.5|43.63659031|20|0.2688854292|1.0|0.0134442715|70.0|0.9410990024
20|1001A25|42770|2012|2.0|4.8|532.40854326|307.40197152|39915|19570.0|44.2803514|23|0.3067868344|3.0|0.0400156741|81.0|1.0804231994
21|1001A25|42770|2013|1.7|3.9|524.6128149|305.60295728|39985|20173.0|44.85552825|23|0.3017655306|2.0|0.0262404809|86.0|1.1283406798
22|1001A25|42770|2014|2.35|4.6|516.79572837|303.79901424|39425|20787.0|45.5538416|20|0.2621665077|7.0|0.0917582777|88.0|1.153532634
23|1001A25|42770|2015|2.2|7.7|509.0|302.0|39197|21334.5|46.26861208|33|0.4285276934|6.0|0.0779141261|88.0|1.1427405159
24|1001A25|42770|2016|2.9|7.0|499.0|293.0|38718|21837.5|46.94466025|39|0.5026344336|6.0|0.0773283744|97.0|1.2501420528
25|1001A25|42770|2017|1.65|9.5|491.0|287.0|38173|20467.0|48.36816598|38|0.4887747885|3.0|0.0385874833|105.0|1.3505619155
26|1001A30|42770|2005|3.15|6.7|47.0|24.0|44203|16479.5|39.49295916|13|0.0138225912|2.0|0.0021265525|35.0|0.0372146687
27|1001A30|42770|2006|4.9|10.7|46.399014778|25.402298851|43186|16810.5|40.25569313|8|0.0085951956|3.0|0.0032231984|33.0|0.0354551819
28|1001A30|42770|2007|1.8|18.1|45.799671593|26.800766284|41806|17118.0|40.99099873|12|0.013146344|2.0|0.0021910573|38.0|0.0416300895
29|1001A30|42770|2008|2.2|8.8|45.200328407|28.199233716|41269|17478.5|41.65762642|7|0.0076668274|1.0|0.0010952611|45.0|0.0492867474
30|1001A30|42770|2009|2.25|39.8|44.600985222|29.597701149|40708|17979.0|42.28574914|11|0.0120519514|0.0|0.0|58.0|0.0635466528
31|1001A30|42770|2010|3.1|13.2|44.0|31.0|41045|18542.0|42.93888965|18|0.0192958947|3.0|0.0032159825|54.0|0.0578876842
32|1001A30|42770|2011|1.8|17.5|43.400328587|30.200438116|40181|19077.5|43.63659031|20|0.0216024134|1.0|0.0010801207|70.0|0.0756084468
33|1001A30|42770|2012|2.1|8.3|42.800657174|29.400876232|39915|19570.0|44.2803514|23|0.0246627863|3.0|0.0032168852|81.0|0.0868558996
34|1001A30|42770|2013|3.4|7.7|42.200985761|28.601314348|39985|20173.0|44.85552825|23|0.0242746698|2.0|0.0021108409|86.0|0.0907661567
35|1001A30|42770|2014|1.55|6.5|41.599671413|27.799561884|39425|20787.0|45.5538416|20|0.0211031941|7.0|0.0073861179|88.0|0.0928540541
36|1001A30|42770|2015|2.5|14.6|41.0|27.0|39197|21334.5|46.26861208|33|0.0345179478|6.0|0.0062759905|88.0|0.0920478608
37|1001A30|42770|2016|3.65|12.5|44.0|32.0|38718|21837.5|46.94466025|39|0.0443204711|6.0|0.006818534|97.0|0.1102329666
38|1001A30|42770|2017|2.7|11.2|43.0|34.0|38173|20467.0|48.36816598|38|0.042805124|3.0|0.0033793519|105.0|0.1182773164
39|1001A35|42760|2005|1.25|4.6|347.0|99.0|45033|17198.5|39.92976144|14|0.1078764462|1.0|0.0077054604|37.0|0.2851020363
40|1001A35|42760|2006|1.75|3.4|350.60591133|105.00985222|44332|17697.0|40.58666383|14|0.1107209862|2.0|0.0158172837|44.0|0.3479802422
41|1001A35|42760|2007|1.75|6.8|354.20197044|111.00328407|44003|18185.5|41.20685243|15|0.1207424393|5.0|0.0402474798|45.0|0.3622273179
42|1001A35|42760|2008|2.2|16.1|357.79802956|116.99671593|43706|18820.0|41.81113227|12|0.0982376872|2.0|0.0163729479|42.0|0.343831905
43|1001A35|42760|2009|2.75|12.7|361.39408867|122.99014778|43634|19527.5|42.42646924|15|0.1242359474|2.0|0.016564793|52.0|0.4306846177
44|1001A35|42760|2010|2.1|8.1|365.0|129.0|43622|20256.5|43.05681635|23|0.1924487644|2.0|0.0167346752|56.0|0.4685709046
45|1001A35|42760|2011|2.2|5.2|370.99671413|137.39539978|43577|21050.0|43.70496456|26|0.2213533416|2.0|0.0170271801|69.0|0.5874377143
46|1001A35|42760|2012|2.7|10.0|376.99342826|145.79079956|43627|21928.5|44.32161386|41|0.3542927673|2.0|0.017282574|92.0|0.7949984047
47|1001A35|42760|2013|3.2|9.0|382.99014239|154.18619934|43666|22780.0|44.99185675|32|0.2806688168|4.0|0.0350836021|90.0|0.7893810474
48|1001A35|42760|2014|5.1|9.1|389.00328587|162.60460022|43660|23529.5|45.69184716|35|0.3118441366|4.0|0.0356393299|93.0|0.8286144202
49|1001A35|42760|2015|1.9|7.4|395.0|171.0|43500|24296.0|46.42177312|50|0.4540229885|4.0|0.0363218391|96.0|0.8717241379
50|1001A35|42760|2016|2.9|11.5|408.0|191.0|43318|25057.0|47.13497825|63|0.5933791957|3.0|0.0282561522|108.0|1.0172214784
51|1001A35|42760|2017|1.55|5.9|407.0|187.0|43092|23226.0|48.34565581|78|0.7367028683|4.0|0.0377796343|104.0|0.982270491
52|1001A40|42770|2005|2.4|5.3|99.0|55.0|44203|16479.5|39.49295916|13|0.0291156709|2.0|0.004479334|35.0|0.0783883447
53|1001A40|42770|2006|1.5|5.4|101.00328407|57.604269294|43186|16810.5|40.25569313|8|0.0187103754|3.0|0.0070163908|33.0|0.0771802986
54|1001A40|42770|2007|1.45|5.3|103.00109469|60.201423098|41806|17118.0|40.99099873|12|0.0295654484|2.0|0.0049275747|38.0|0.09362392
55|1001A40|42770|2008|2.1|7.6|104.99890531|62.798576902|41269|17478.5|41.65762642|7|0.0178097928|1.0|0.0025442561|45.0|0.1144915248
56|1001A40|42770|2009|2.45|10.6|106.99671593|65.395730706|40708|17979.0|42.28574914|11|0.0289123483|0.0|0.0|58.0|0.1524469275
57|1001A40|42770|2010|2.6|9.5|109.0|68.0|41045|18542.0|42.93888965|18|0.0478011938|3.0|0.0079668656|54.0|0.1434035814
58|1001A40|42770|2011|2.4|33.0|106.80120482|66.800657174|40181|19077.5|43.63659031|20|0.0531600532|1.0|0.0026580027|70.0|0.1860601861
59|1001A40|42770|2012|1.9|7.3|104.60240964|65.601314348|39915|19570.0|44.2803514|23|0.0602744688|3.0|0.0078618872|81.0|0.2122709553
60|1001A40|42770|2013|3.35|5.7|102.40361446|64.401971522|39985|20173.0|44.85552825|23|0.0589041674|2.0|0.0051221015|86.0|0.220250365
61|1001A40|42770|2014|2.05|6.7|100.19879518|63.199342826|39425|20787.0|45.5538416|20|0.05083008|7.0|0.017790528|88.0|0.223652352
62|1001A40|42770|2015|2.3|10.8|98.0|62.0|39197|21334.5|46.26861208|33|0.0825063143|6.0|0.015001148|88.0|0.220016838
63|1001A40|42770|2016|3.1|6.7|98.0|66.0|38718|21837.5|46.94466025|39|0.0987137765|6.0|0.0151867349|97.0|0.2455188801
64|1001A40|42770|2017|3.05|20.5|103.0|68.0|38173|20467.0|48.36816598|38|0.1025332041|3.0|0.0080947266|105.0|0.2833154324
65|1001A45|42770|2005|2.4|8.6|2579.0|912.0|44203|16479.5|39.49295916|13|0.7584779314|2.0|0.1166889125|35.0|2.0420559691
66|1001A45|42770|2006|2.7|13.5|2520.1034483|919.21182266|43186|16810.5|40.25569313|8|0.4668371136|3.0|0.1750639176|33.0|1.9257030934
67|1001A45|42770|2007|1.35|6.5|2461.3678161|926.40394089|41806|17118.0|40.99099873|12|0.7065113571|2.0|0.1177518928|38.0|2.237285964
68|1001A45|42770|2008|2.3|16.5|2402.6321839|933.59605911|41269|17478.5|41.65762642|7|0.4075316893|1.0|0.0582188128|45.0|2.6198465743
69|1001A45|42770|2009|1.5|5.8|2343.8965517|940.78817734|40708|17979.0|42.28574914|11|0.6333610609|0.0|0.0|58.0|3.3395401395
70|1001A45|42770|2010|1.45|5.1|2285.0|948.0|41045|18542.0|42.93888965|18|1.0020708978|3.0|0.1670118163|54.0|3.0062126934
71|1001A45|42770|2011|1.6|8.5|2246.82092|952.99726177|40181|19077.5|43.63659031|20|1.1183499266|1.0|0.0559174963|70.0|3.9142247431
72|1001A45|42770|2012|2.6|7.4|2208.6418401|957.99452355|39915|19570.0|44.2803514|23|1.2726734892|3.0|0.1660008899|81.0|4.4820240272
73|1001A45|42770|2013|1.7|3.4|2170.4627601|962.99178532|39985|20173.0|44.85552825|23|1.2484842687|2.0|0.1085638495|86.0|4.6682455264
74|1001A45|42770|2014|2.6|6.1|2132.17908|968.00273823|39425|20787.0|45.5538416|20|1.0816380875|7.0|0.3785733306|88.0|4.7592075849
75|1001A45|42770|2015|2.2|18.6|2094.0|973.0|39197|21334.5|46.26861208|33|1.7629410414|6.0|0.3205347348|88.0|4.7011761104
76|1001A45|42770|2016|3.3|9.8|2245.0|1069.0|38718|21837.5|46.94466025|39|2.2613513095|6.0|0.3479002015|97.0|5.6243865902
77|1001A45|42770|2017|3.3|6.1|2230.0|1023.0|38173|20467.0|48.36816598|38|2.2198936421|3.0|0.1752547612|105.0|6.1339166427
78|1001A50|42770|2005|0.85|5.3|1203.0|416.0|44203|16479.5|39.49295916|13|0.3537995159|2.0|0.0544306947|35.0|0.9525371581
79|1001A50|42770|2006|0.85|1.4|1300.9605911|455.66502463|43186|16810.5|40.25569313|8|0.2409967288|3.0|0.0903737733|33.0|0.9941115062
80|1001A50|42770|2007|0.65|1.6|1398.6535304|495.22167488|41806|17118.0|40.99099873|12|0.4014697021|2.0|0.066911617|38.0|1.2713207232
81|1001A50|42770|2008|0.9|1.6|1496.3464696|534.77832512|41269|17478.5|41.65762642|7|0.2538085558|1.0|0.0362583651|45.0|1.6316264298
82|1001A50|42770|2009|0.55|0.8|1594.0394089|574.33497537|40708|17979.0|42.28574914|11|0.4307367961|0.0|0.0|58.0|2.2711576524
83|1001A50|42770|2010|1.3|5.1|1692.0|614.0|41045|18542.0|42.93888965|18|0.7420148617|3.0|0.1236691436|54.0|2.2260445852
84|1001A50|42770|2011|1.0|2.7|1662.0164294|628.19222344|40181|19077.5|43.63659031|20|0.8272648413|1.0|0.0413632421|70.0|2.8954269444
85|1001A50|42770|2012|0.7|1.6|1632.0328587|642.38444688|39915|19570.0|44.2803514|23|0.9404172805|3.0|0.1226631235|81.0|3.3119043356
86|1001A50|42770|2013|0.6|3.4|1602.0492881|656.57667032|39985|20173.0|44.85552825|23|0.9215239121|2.0|0.0801325141|86.0|3.4456981061
87|1001A50|42770|2014|1.3|2.8|1571.9835706|670.80777656|39425|20787.0|45.5538416|20|0.7974552039|7.0|0.2791093214|88.0|3.5088028971
88|1001A50|42770|2015|1.2|2.5|1542.0|685.0|39197|21334.5|46.26861208|33|1.2982115978|6.0|0.2360384723|88.0|3.4618975942
89|1001A50|42770|2016|1.1|2.5|1501.0|672.0|38718|21837.5|46.94466025|39|1.5119324345|6.0|0.2326049899|97.0|3.7604473372
90|1001A50|42770|2017|1.25|3.6|1474.0|694.0|38173|20467.0|48.36816598|38|1.4673198334|3.0|0.1158410395|105.0|4.0544363817
91|1001A55|42770|2005|3.1|8.1|2063.0|450.0|44203|16479.5|39.49295916|13|0.6067235256|2.0|0.0933420809|35.0|1.6334864149
92|1001A55|42770|2006|2.5|13.0|2053.5845649|460.21674877|43186|16810.5|40.25569313|8|0.3804167211|3.0|0.1426562704|33.0|1.5692189747
93|1001A55|42770|2007|1.75|5.6|2044.194855|470.40558292|41806|17118.0|40.99099873|12|0.5867659728|2.0|0.0977943288|38.0|1.8580922472
94|1001A55|42770|2008|2.5|10.1|2034.805145|480.59441708|41269|17478.5|41.65762642|7|0.3451412929|1.0|0.049305899|45.0|2.2187654541
95|1001A55|42770|2009|2.7|4.7|2025.4154351|490.78325123|40708|17979.0|42.28574914|11|0.5473019993|0.0|0.0|58.0|2.885774178
96|1001A55|42770|2010|2.0|4.1|2016.0|501.0|41045|18542.0|42.93888965|18|0.884102814|3.0|0.147350469|54.0|2.652308442
97|1001A55|42770|2011|1.1|8.8|1960.4304491|520.18948521|40181|19077.5|43.63659031|20|0.9757997308|1.0|0.0487899865|70.0|3.4152990576
98|1001A55|42770|2012|1.9|7.5|1904.8608981|539.37897043|39915|19570.0|44.2803514|23|1.0976274748|3.0|0.1431688011|81.0|3.8655576287
99|1001A55|42770|2013|1.6|11.2|1849.2913472|558.56845564|39985|20173.0|44.85552825|23|1.0637414277|2.0|0.0924992546|86.0|3.977467947
100|1001A55|42770|2014|3.1|5.5|1793.5695509|577.81051479|39425|20787.0|45.5538416|20|0.9098640715|7.0|0.318452425|88.0|4.0034019146
101|1001A55|42770|2015|2.5|11.7|1738.0|597.0|39197|21334.5|46.26861208|33|1.4632242263|6.0|0.2660407684|88.0|3.9019312703
102|1001A55|42770|2016|2.9|9.1|1668.0|580.0|38718|21837.5|46.94466025|39|1.680148768|6.0|0.2584844258|97.0|4.1788315512
103|1001A55|42770|2017|4.05|14.8|1626.0|585.0|38173|20467.0|48.36816598|38|1.6186309695|3.0|0.1277866555|105.0|4.4725329421
104|1001A60|42770|2005|1.4|12.9|24.0|16.0|44203|16479.5|39.49295916|13|0.0070583445|2.0|0.0010858991|35.0|0.0190032351
105|1001A60|42770|2006|2.35|12.1|23.198686371|14.597701149|43186|16810.5|40.25569313|8|0.0042974457|3.0|0.0016115421|33.0|0.0177269636
106|1001A60|42770|2007|1.55|4.7|22.399562124|13.199233716|41806|17118.0|40.99099873|12|0.0064295734|2.0|0.0010715956|38.0|0.0203603158
107|1001A60|42770|2008|2.8|28.1|21.600437876|11.800766284|41269|17478.5|41.65762642|7|0.0036638413|1.0|0.0005234059|45.0|0.0235532653
108|1001A60|42770|2009|2.6|6.7|20.801313629|10.402298851|40708|17979.0|42.28574914|11|0.0056208718|0.0|0.0|58.0|0.0296373241
109|1001A60|42770|2010|2.0|5.6|20.0|9.0|41045|18542.0|42.93888965|18|0.0087708612|3.0|0.0014618102|54.0|0.0263125837
110|1001A60|42770|2011|1.1|7.3|21.199342826|9.0|40181|19077.5|43.63659031|20|0.010551924|1.0|0.0005275962|70.0|0.0369317338
111|1001A60|42770|2012|2.0|8.6|22.398685652|9.0|39915|19570.0|44.2803514|23|0.0129066709|3.0|0.0016834788|81.0|0.045453928
112|1001A60|42770|2013|2.1|6.2|23.598028478|9.0|39985|20173.0|44.85552825|23|0.0135739566|2.0|0.0011803441|86.0|0.0507547943
113|1001A60|42770|2014|3.9|6.9|24.800657174|9.0|39425|20787.0|45.5538416|20|0.0125811831|7.0|0.0044034141|88.0|0.0553572056
114|1001A60|42770|2015|2.5|19.3|26.0|9.0|39197|21334.5|46.26861208|33|0.0218894303|6.0|0.0039798964|88.0|0.0583718142
115|1001A60|42770|2016|3.15|22.6|19.0|9.0|38718|21837.5|46.94466025|39|0.0191383852|6.0|0.002944367|97.0|0.0476005992
116|1001A60|42770|2017|3.9|12.2|20.0|10.0|38173|20467.0|48.36816598|38|0.01990936|3.0|0.0015717916|105.0|0.0550127053
117|1001A65|42770|2005|2.3|31.8|673.0|272.0|44203|16479.5|39.49295916|13|0.1979277425|2.0|0.0304504219|35.0|0.5328823835
118|1001A65|42770|2006|1.9|5.6|630.73070608|260.7816092|43186|16810.5|40.25569313|8|0.1168398474|3.0|0.0438149428|33.0|0.4819643704
119|1001A65|42770|2007|1.3|6.1|588.57690203|249.59386973|41806|17118.0|40.99099873|12|0.1689451951|2.0|0.0281575325|38.0|0.5349931177
120|1001A65|42770|2008|3.25|15.6|546.42309797|238.40613027|41269|17478.5|41.65762642|7|0.0926836532|1.0|0.0132405219|45.0|0.5958234852
121|1001A65|42770|2009|2.5|11.7|504.26929392|227.2183908|40708|17979.0|42.28574914|11|0.1362622146|0.0|0.0|58.0|0.7184734953
122|1001A65|42770|2010|2.8|30.0|462.0|216.0|41045|18542.0|42.93888965|18|0.2026068949|3.0|0.0337678158|54.0|0.6078206846
123|1001A65|42770|2011|1.7|7.6|452.80503834|219.19824754|40181|19077.5|43.63659031|20|0.2253826626|1.0|0.0112691331|70.0|0.7888393192
124|1001A65|42770|2012|1.6|5.4|443.61007667|222.39649507|39915|19570.0|44.2803514|23|0.2556189844|3.0|0.0333416067|81.0|0.9002233799
125|1001A65|42770|2013|1.75|26.0|434.41511501|225.59474261|39985|20173.0|44.85552825|23|0.249882397|2.0|0.0217289041|86.0|0.9343428758
126|1001A65|42770|2014|2.2|6.7|425.19496166|228.80175246|39425|20787.0|45.5538416|20|0.2156981416|7.0|0.0754943496|88.0|0.9490718231
127|1001A65|42770|2015|1.4|16.3|416.0|232.0|39197|21334.5|46.26861208|33|0.350230885|6.0|0.0636783427|88.0|0.9339490267
128|1001A65|42770|2016|1.55|7.4|416.0|229.0|38718|21837.5|46.94466025|39|0.4190299086|6.0|0.0644661398|97.0|1.0422025931
129|1001A65|42770|2017|2.0|5.0|418.0|228.0|38173|20467.0|48.36816598|38|0.4161056244|3.0|0.032850444|105.0|1.1497655411
130|1001A70|42770|2005|1.1|7.4|207.0|118.0|44203|16479.5|39.49295916|13|0.0608782209|2.0|0.0093658801|35.0|0.1639029025
131|1001A70|42770|2006|1.5|4.6|207.60098522|118.40065681|43186|16810.5|40.25569313|8|0.0384570898|3.0|0.0144214087|33.0|0.1586354956
132|1001A70|42770|2007|0.45|2.0|208.20032841|118.80021894|41806|17118.0|40.99099873|12|0.059761851|2.0|0.0099603085|38.0|0.1892458613
133|1001A70|42770|2008|0.95|48.5|208.79967159|119.19978106|41269|17478.5|41.65762642|7|0.0354163586|1.0|0.0050594798|45.0|0.2276765907
134|1001A70|42770|2009|1.35|2.2|209.39901478|119.59934319|40708|17979.0|42.28574914|11|0.0565832063|0.0|0.0|58.0|0.2983478151
135|1001A70|42770|2010|2.25|28.8|210.0|120.0|41045|18542.0|42.93888965|18|0.0920940431|3.0|0.0153490072|54.0|0.2762821294
136|1001A70|42770|2011|0.75|2.3|208.40087623|120.79956188|40181|19077.5|43.63659031|20|0.1037310551|1.0|0.0051865528|70.0|0.3630586928
137|1001A70|42770|2012|1.5|4.4|206.80175246|121.59912377|39915|19570.0|44.2803514|23|0.1191642317|3.0|0.0155431607|81.0|0.4196653376
138|1001A70|42770|2013|1.15|3.3|205.2026287|122.39868565|39985|20173.0|44.85552825|23|0.1180357749|2.0|0.0102639804|86.0|0.4413511584
139|1001A70|42770|2014|1.35|16.2|203.59912377|123.20043812|39425|20787.0|45.5538416|20|0.1032842733|7.0|0.0361494957|88.0|0.4544508026
140|1001A70|42770|2015|0.9|6.7|202.0|124.0|39197|21334.5|46.26861208|33|0.1700640355|6.0|0.0309207337|88.0|0.4535040947
141|1001A70|42770|2016|1.1|2.8|190.0|122.0|38718|21837.5|46.94466025|39|0.1913838525|6.0|0.0294436696|97.0|0.476005992
142|1001A70|42770|2017|1.4|3.8|187.0|117.0|38173|20467.0|48.36816598|38|0.1861525162|3.0|0.0146962513|105.0|0.5143687947
143|1001A75|42750|2005|3.75|14.7|84.0|50.0|41538|17312.0|41.11061736|10|0.0202224469|0.0|0.0|24.0|0.0485338726
144|1001A75|42750|2006|1.7|14.5|85.001642036|51.602627258|40511|17577.0|41.81790037|12|0.025178833|2.0|0.0041964722|38.0|0.0797329712
145|1001A75|42750|2007|1.9|15.9|86.000547345|53.200875753|40290|17919.5|42.45213753|10|0.0213453828|2.0|0.0042690766|40.0|0.0853815312
146|1001A75|42750|2008|3.75|9.4|86.999452655|54.799124247|40201|18515.0|43.04984966|8|0.0173128932|1.0|0.0021641117|35.0|0.0757439079
147|1001A75|42750|2009|1.8|6.9|87.998357964|56.397372742|40265|19192.0|43.64394203|8|0.0174838411|3.0|0.0065564404|43.0|0.0939756462
148|1001A75|42750|2010|1.9|11.0|89.0|58.0|40407|19822.0|44.24628702|6|0.013215532|3.0|0.006607766|54.0|0.1189397877
149|1001A75|42750|2011|1.2|13.6|98.194961665|62.797371303|40199|20407.5|44.84998426|16|0.039083544|3.0|0.0073281645|64.0|0.1563341761
150|1001A75|42750|2012|1.4|11.9|107.38992333|67.594742607|40155|21050.5|45.4182119|21|0.0561620817|5.0|0.0133719242|71.0|0.1898813238
151|1001A75|42750|2013|2.05|20.5|116.58488499|72.39211391|40150|21703.5|45.98493523|25|0.0725933281|4.0|0.0116149325|96.0|0.2787583801
152|1001A75|42750|2014|2.6|7.4|125.80503834|77.202628697|40191|22424.0|46.60873794|30|0.0939053806|7.0|0.0219112555|105.0|0.328668832
153|1001A75|42750|2015|3.9|7.5|135.0|82.0|40216|23186.5|47.23187875|23|0.0772080764|6.0|0.0201412373|112.0|0.3759697633
154|1001A75|42750|2016|1.8|14.0|129.0|83.0|40073|23892.5|47.83879937|34|0.1094502533|9.0|0.0289721259|101.0|0.3251316348
155|1001A75|42750|2017|1.75|8.4|133.0|80.0|40067|22131.0|48.94084908|48|0.159333117|8.0|0.0265555195|127.0|0.4215688721
156|1001A80|42750|2005|1.75|2.9|1625.0|451.0|41538|17312.0|41.11061736|10|0.3912080505|0.0|0.0|24.0|0.9388993211
157|1001A80|42750|2006|1.35|2.3|1587.137931|468.42857143|40511|17577.0|41.81790037|12|0.4701353996|2.0|0.0783558999|38.0|1.4887620987
158|1001A80|42750|2007|0.8|2.1|1549.3793103|485.80952381|40290|17919.5|42.45213753|10|0.3845567909|2.0|0.0769113582|40.0|1.5382271634
159|1001A80|42750|2008|0.85|1.3|1511.6206897|503.19047619|40201|18515.0|43.04984966|8|0.3008125548|1.0|0.0376015694|35.0|1.3160549274
160|1001A80|42750|2009|1.2|4.2|1473.862069|520.57142857|40265|19192.0|43.64394203|8|0.2928323991|3.0|0.1098121497|43.0|1.5739741454
161|1001A80|42750|2010|0.8|5.2|1436.0|538.0|40407|19822.0|44.24628702|6|0.2132303809|3.0|0.1066151904|54.0|1.9190734279
162|1001A80|42750|2011|0.55|2.2|1411.2135816|542.99726177|40199|20407.5|44.84998426|16|0.5616910198|3.0|0.1053170662|64.0|2.2467640793
163|1001A80|42750|2012|1.0|6.8|1386.4271632|547.99452355|40155|21050.5|45.4182119|21|0.7250646352|5.0|0.172634437|71.0|2.4514090048
164|1001A80|42750|2013|1.25|6.1|1361.6407448|552.99178532|40150|21703.5|45.98493523|25|0.8478460428|4.0|0.1356553669|96.0|3.2557288045
165|1001A80|42750|2014|1.45|8.3|1336.7864184|558.00273823|40191|22424.0|46.60873794|30|0.9978251985|7.0|0.2328258796|105.0|3.4923881947
166|1001A80|42750|2015|1.1|2.5|1312.0|563.0|40216|23186.5|47.23187875|23|0.7503481202|6.0|0.1957429879|112.0|3.6538691068
167|1001A80|42750|2016|0.9|12.4|1334.0|599.0|40073|23892.5|47.83879937|34|1.1318344022|9.0|0.2996032241|101.0|3.3622139595
168|1001A80|42750|2017|0.45|2.4|1307.0|592.0|40067|22131.0|48.94084908|48|1.565777323|8.0|0.2609628872|127.0|4.1427858337
169|1001A85|42750|2005|3.75|16.7|1858.0|803.0|41538|17312.0|41.11061736|10|0.4473012663|0.0|0.0|24.0|1.0735230391
170|1001A85|42750|2006|2.85|14.7|1830.3546798|800.39573071|40511|17577.0|41.81790037|12|0.5421800538|2.0|0.0903633423|38.0|1.7169035036
171|1001A85|42750|2007|5.0|24.1|1802.7848933|797.7985769|40290|17919.5|42.45213753|10|0.4474521949|2.0|0.089490439|40.0|1.7898087796
172|1001A85|42750|2008|4.85|10.1|1775.2151067|795.2014231|40201|18515.0|43.04984966|8|0.3532678504|1.0|0.0441584813|35.0|1.5455468455
173|1001A85|42750|2009|1.3|8.3|1747.6453202|792.60426929|40265|19192.0|43.64394203|8|0.3472286741|3.0|0.1302107528|43.0|1.8663541231
174|1001A85|42750|2010|1.9|10.7|1720.0|790.0|40407|19822.0|44.24628702|6|0.2554012919|3.0|0.1277006459|54.0|2.2986116267
175|1001A85|42750|2011|1.2|12.9|1689.6166484|792.19879518|40199|20407.5|44.84998426|16|0.6725009671|3.0|0.1260939313|64.0|2.6900038682
176|1001A85|42750|2012|2.4|11.9|1659.2332968|794.39759036|40155|21050.5|45.4182119|21|0.8677350077|5.0|0.2066035733|71.0|2.9337707402
177|1001A85|42750|2013|2.1|24.2|1628.8499452|796.59638554|40150|21703.5|45.98493523|25|1.0142278613|4.0|0.1622764578|96.0|3.8946349874
178|1001A85|42750|2014|2.2|6.9|1598.3833516|798.80120482|40191|22424.0|46.60873794|30|1.1930905065|7.0|0.2783877849|105.0|4.1758167728
179|1001A85|42750|2015|2.2|8.1|1568.0|801.0|40216|23186.5|47.23187875|23|0.8967575094|6.0|0.2339367416|112.0|4.3668191764
180|1001A85|42750|2016|2.5|17.6|1751.0|903.0|40073|23892.5|47.83879937|34|1.4856387094|9.0|0.3932573054|101.0|4.4132208719
181|1001A85|42750|2017|2.15|8.0|1859.0|901.0|40067|22131.0|48.94084908|48|2.2270696583|8.0|0.3711782764|127.0|5.8924551376
